,Height,Weight,Medal_Counts,Percentage_Win_H,Percentage_Win_W
833,164,61,10,3.686586221159206,3.061972311738899
834,164,51,10,3.686586221159206,2.5600096376833417
835,170,82,10,3.821461326811373,4.116093927255569
836,171,74,10,3.8439405110867337,3.7145237880111237
837,173,55,10,3.8888988796374555,2.7607947073055645
838,174,85,10,3.911378063912817,4.266682729472237
839,177,82,10,3.9788156167388995,4.116093927255569
840,177,84,10,3.9788156167388995,4.216486462066681
841,179,65,10,4.023773985289622,3.262757381361122
842,180,87,10,4.046253169564983,4.367075264283348
843,180,62,10,4.046253169564983,3.112168579144455
844,181,90,10,4.068732353840344,4.517664066500015
845,181,100,10,4.068732353840344,5.019626740555572
846,182,65,10,4.091211538115705,3.262757381361122
847,183,62,10,4.113690722391066,3.112168579144455
848,183,69,10,4.113690722391066,3.463542450983345
849,184,69,10,4.136169906666427,3.463542450983345
850,185,100,10,4.158649090941788,5.019626740555572
851,186,67,10,4.181128275217149,3.363149916172233
852,186,94,10,4.181128275217149,4.7184491361222385
853,186,100,10,4.181128275217149,5.019626740555572
854,189,82,10,4.2485658280432315,4.116093927255569
855,189,90,10,4.2485658280432315,4.517664066500015
856,189,81,10,4.2485658280432315,4.065897659850013
857,189,77,10,4.2485658280432315,3.8651125902277905
858,190,96,10,4.271045012318592,4.81884167093335
859,192,97,10,4.316003380869315,4.869037938338905
860,193,104,10,4.338482565144676,5.220411810177795
861,195,80,10,4.3834409336953986,4.015701392444458
862,195,94,10,4.3834409336953986,4.7184491361222385
863,196,91,10,4.405920117970759,4.56786033390557
864,196,89,10,4.405920117970759,4.467467799094459
865,196,97,10,4.405920117970759,4.869037938338905
866,197,94,10,4.42839930224612,4.7184491361222385
867,198,86,10,4.450878486521481,4.316878996877793
868,200,87,10,4.495836855072203,4.367075264283348
869,203,98,10,4.563274407898286,4.919234205744461
871,155,50,9,3.484273562680958,2.509813370277786
872,155,47,9,3.484273562680958,2.3592245680611192
873,155,48,9,3.484273562680958,2.409420835466675
874,156,60,9,3.5067527469563187,3.0117760443333434
875,157,55,9,3.5292319312316796,2.7607947073055645
876,159,57,9,3.5741902997824013,2.861187242116676
877,163,66,9,3.6641070368838453,3.312953648766678
878,164,66,9,3.686586221159206,3.312953648766678
879,166,53,9,3.731544589709929,2.6604021724944533
880,169,54,9,3.798982142536012,2.7105984399000094
881,170,78,9,3.821461326811373,3.9153088576333466
882,170,76,9,3.821461326811373,3.814916322822235
883,170,50,9,3.821461326811373,2.509813370277786
884,172,52,9,3.8664196953620946,2.6102059050888977
885,173,84,9,3.8888988796374555,4.216486462066681
886,173,79,9,3.8888988796374555,3.965505125038902
887,174,77,9,3.911378063912817,3.8651125902277905
888,175,81,9,3.9338572481881777,4.065897659850013
889,176,86,9,3.9563364324635386,4.316878996877793
890,176,59,9,3.9563364324635386,2.9615797769277874
891,176,84,9,3.9563364324635386,4.216486462066681
892,177,81,9,3.9788156167388995,4.065897659850013
893,179,67,9,4.023773985289622,3.363149916172233
894,180,94,9,4.046253169564983,4.7184491361222385
895,180,100,9,4.046253169564983,5.019626740555572
896,180,89,9,4.046253169564983,4.467467799094459
897,181,85,9,4.068732353840344,4.266682729472237
898,181,89,9,4.068732353840344,4.467467799094459
899,184,92,9,4.136169906666427,4.618056601311126
900,184,100,9,4.136169906666427,5.019626740555572
902,185,110,9,4.158649090941788,5.521589414611129
903,186,71,9,4.181128275217149,3.563934985794456
904,186,89,9,4.181128275217149,4.467467799094459
905,189,79,9,4.2485658280432315,3.965505125038902
906,189,94,9,4.2485658280432315,4.7184491361222385
909,191,97,9,4.293524196593954,4.869037938338905
910,191,95,9,4.293524196593954,4.768645403527794
911,196,102,9,4.405920117970759,5.120019275366683
912,198,88,9,4.450878486521481,4.417271531688904
913,200,84,9,4.495836855072203,4.216486462066681
914,200,98,9,4.495836855072203,4.919234205744461
915,200,97,9,4.495836855072203,4.869037938338905
917,201,100,9,4.518316039347564,5.019626740555572
919,150,40,8,3.371877641304152,2.007850696222229
920,152,47,8,3.4168360098548747,2.3592245680611192
921,153,48,8,3.4393151941302356,2.409420835466675
922,154,52,8,3.4617943784055965,2.6102059050888977
923,155,54,8,3.484273562680958,2.7105984399000094
924,155,52,8,3.484273562680958,2.6102059050888977
925,157,58,8,3.5292319312316796,2.9113835095222322
926,157,60,8,3.5292319312316796,3.0117760443333434
927,158,44,8,3.5517111155070404,2.208635765844452
928,158,49,8,3.5517111155070404,2.4596171028722305
929,159,49,8,3.5741902997824013,2.4596171028722305
930,159,50,8,3.5741902997824013,2.509813370277786
931,160,63,8,3.5966694840577627,3.1623648465500103
932,161,54,8,3.6191486683331235,2.7105984399000094
934,162,47,8,3.6416278526084844,2.3592245680611192
935,163,49,8,3.6641070368838453,2.4596171028722305
936,163,67,8,3.6641070368838453,3.363149916172233
937,163,68,8,3.6641070368838453,3.413346183577789
938,163,48,8,3.6641070368838453,2.409420835466675
940,164,48,8,3.686586221159206,2.409420835466675
941,164,70,8,3.686586221159206,3.513738718388901
942,166,67,8,3.731544589709929,3.363149916172233
944,166,69,8,3.731544589709929,3.463542450983345
945,167,71,8,3.7540237739852897,3.563934985794456
946,168,53,8,3.7765029582606506,2.6604021724944533
947,170,81,8,3.821461326811373,4.065897659850013
948,171,56,8,3.8439405110867337,2.8109909747111206
949,171,53,8,3.8439405110867337,2.6604021724944533
950,172,79,8,3.8664196953620946,3.965505125038902
951,172,76,8,3.8664196953620946,3.814916322822235
952,172,55,8,3.8664196953620946,2.7607947073055645
953,172,83,8,3.8664196953620946,4.166290194661125
954,173,78,8,3.8888988796374555,3.9153088576333466
955,174,86,8,3.911378063912817,4.316878996877793
956,175,90,8,3.9338572481881777,4.517664066500015
957,175,54,8,3.9338572481881777,2.7105984399000094
959,177,90,8,3.9788156167388995,4.517664066500015
960,179,62,8,4.023773985289622,3.112168579144455
961,181,83,8,4.068732353840344,4.166290194661125
962,181,98,8,4.068732353840344,4.919234205744461
963,182,64,8,4.091211538115705,3.2125611139555663
964,182,91,8,4.091211538115705,4.56786033390557
965,184,67,8,4.136169906666427,3.363149916172233
966,184,95,8,4.136169906666427,4.768645403527794
967,185,69,8,4.158649090941788,3.463542450983345
968,185,102,8,4.158649090941788,5.120019275366683
969,185,96,8,4.158649090941788,4.81884167093335
970,189,75,8,4.2485658280432315,3.7647200554166793
971,189,100,8,4.2485658280432315,5.019626740555572
972,189,97,8,4.2485658280432315,4.869037938338905
973,190,72,8,4.271045012318592,3.614131253200012
975,191,100,8,4.293524196593954,5.019626740555572
976,191,96,8,4.293524196593954,4.81884167093335
977,191,75,8,4.293524196593954,3.7647200554166793
978,191,77,8,4.293524196593954,3.8651125902277905
979,192,86,8,4.316003380869315,4.316878996877793
980,192,100,8,4.316003380869315,5.019626740555572
981,192,96,8,4.316003380869315,4.81884167093335
982,193,97,8,4.338482565144676,4.869037938338905
983,193,99,8,4.338482565144676,4.969430473150016
985,194,84,8,4.360961749420037,4.216486462066681
986,194,88,8,4.360961749420037,4.417271531688904
987,195,82,8,4.3834409336953986,4.116093927255569
988,195,97,8,4.3834409336953986,4.869037938338905
989,195,87,8,4.3834409336953986,4.367075264283348
990,196,101,8,4.405920117970759,5.069823007961128
991,198,85,8,4.450878486521481,4.266682729472237
992,198,98,8,4.450878486521481,4.919234205744461
993,199,99,8,4.473357670796842,4.969430473150016
994,201,102,8,4.518316039347564,5.120019275366683
995,203,102,8,4.563274407898286,5.120019275366683
1001,147,39,7,3.3044400884780694,1.9576544288166733
1002,150,53,7,3.371877641304152,2.6604021724944533
1003,152,49,7,3.4168360098548747,2.4596171028722305
1004,152,39,7,3.4168360098548747,1.9576544288166733
1005,152,48,7,3.4168360098548747,2.409420835466675
1006,153,40,7,3.4393151941302356,2.007850696222229
1007,156,58,7,3.5067527469563187,2.9113835095222322
1008,156,50,7,3.5067527469563187,2.509813370277786
1009,157,51,7,3.5292319312316796,2.5600096376833417
1010,158,58,7,3.5517111155070404,2.9113835095222322
1011,158,46,7,3.5517111155070404,2.309028300655563
1012,159,62,7,3.5741902997824013,3.112168579144455
1013,159,53,7,3.5741902997824013,2.6604021724944533
1014,159,60,7,3.5741902997824013,3.0117760443333434
1015,160,61,7,3.5966694840577627,3.061972311738899
1017,163,47,7,3.6641070368838453,2.3592245680611192
1018,163,53,7,3.6641070368838453,2.6604021724944533
1019,166,47,7,3.731544589709929,2.3592245680611192
1020,166,51,7,3.731544589709929,2.5600096376833417
1021,166,68,7,3.731544589709929,3.413346183577789
1022,169,77,7,3.798982142536012,3.8651125902277905
1023,169,74,7,3.798982142536012,3.7145237880111237
1024,169,71,7,3.798982142536012,3.563934985794456
1025,170,53,7,3.821461326811373,2.6604021724944533
1026,172,77,7,3.8664196953620946,3.8651125902277905
1027,172,85,7,3.8664196953620946,4.266682729472237
1028,173,56,7,3.8888988796374555,2.8109909747111206
1029,173,83,7,3.8888988796374555,4.166290194661125
1030,174,52,7,3.911378063912817,2.6102059050888977
1031,176,68,7,3.9563364324635386,3.413346183577789
1032,176,83,7,3.9563364324635386,4.166290194661125
1033,177,85,7,3.9788156167388995,4.266682729472237
1034,179,66,7,4.023773985289622,3.312953648766678
1035,179,86,7,4.023773985289622,4.316878996877793
1036,179,81,7,4.023773985289622,4.065897659850013
1037,180,96,7,4.046253169564983,4.81884167093335
1038,181,65,7,4.068732353840344,3.262757381361122
1039,181,87,7,4.068732353840344,4.367075264283348
1040,182,63,7,4.091211538115705,3.1623648465500103
1041,182,66,7,4.091211538115705,3.312953648766678
1042,183,110,7,4.113690722391066,5.521589414611129
1043,183,98,7,4.113690722391066,4.919234205744461
1044,185,66,7,4.158649090941788,3.312953648766678
1045,185,98,7,4.158649090941788,4.919234205744461
1046,185,94,7,4.158649090941788,4.7184491361222385
1047,186,93,7,4.181128275217149,4.668252868716682
1048,188,96,7,4.226086643767871,4.81884167093335
1049,188,71,7,4.226086643767871,3.563934985794456
1050,190,73,7,4.271045012318592,3.6643275206055677
1051,190,98,7,4.271045012318592,4.919234205744461
1052,191,79,7,4.293524196593954,3.965505125038902
1053,191,78,7,4.293524196593954,3.9153088576333466
1054,191,72,7,4.293524196593954,3.614131253200012
1055,192,102,7,4.316003380869315,5.120019275366683
1056,192,120,7,4.316003380869315,6.023552088666687
1057,193,81,7,4.338482565144676,4.065897659850013
1058,193,103,7,4.338482565144676,5.170215542772239
1059,195,115,7,4.3834409336953986,5.772570751638908
1060,195,99,7,4.3834409336953986,4.969430473150016
1061,195,105,7,4.3834409336953986,5.2706080775833515
1062,195,83,7,4.3834409336953986,4.166290194661125
1063,196,82,7,4.405920117970759,4.116093927255569
1064,196,86,7,4.405920117970759,4.316878996877793
1065,199,93,7,4.473357670796842,4.668252868716682
1066,200,96,7,4.495836855072203,4.81884167093335
1067,201,86,7,4.518316039347564,4.316878996877793
1068,202,88,7,4.540795223622925,4.417271531688904
1069,203,93,7,4.563274407898286,4.668252868716682
1073,145,40,6,3.259481719927347,2.007850696222229
1074,145,38,6,3.259481719927347,1.9074581614111175
1075,152,41,6,3.4168360098548747,2.0580469636277847
1077,153,43,6,3.4393151941302356,2.1584394984388964
1078,154,50,6,3.4617943784055965,2.509813370277786
1079,155,55,6,3.484273562680958,2.7607947073055645
1080,155,58,6,3.484273562680958,2.9113835095222322
1081,155,45,6,3.484273562680958,2.2588320332500076
1082,157,55,6,3.5292319312316796,2.7607947073055645
1083,157,49,6,3.5292319312316796,2.4596171028722305
1085,158,60,6,3.5517111155070404,3.0117760443333434
1086,159,56,6,3.5741902997824013,2.8109909747111206
1087,160,69,6,3.5966694840577627,3.463542450983345
1088,160,46,6,3.5966694840577627,2.309028300655563
1089,161,51,6,3.6191486683331235,2.5600096376833417
1090,162,65,6,3.6416278526084844,3.262757381361122
1091,162,70,6,3.6416278526084844,3.513738718388901
1092,163,82,6,3.6641070368838453,4.116093927255569
1093,165,67,6,3.709065405434568,3.363149916172233
1094,165,72,6,3.709065405434568,3.614131253200012
1095,166,70,6,3.731544589709929,3.513738718388901
1096,167,74,6,3.7540237739852897,3.7145237880111237
1097,168,74,6,3.7765029582606506,3.7145237880111237
1098,168,76,6,3.7765029582606506,3.814916322822235
1099,169,75,6,3.798982142536012,3.7647200554166793
1100,169,78,6,3.798982142536012,3.9153088576333466
1101,169,53,6,3.798982142536012,2.6604021724944533
1102,170,51,6,3.821461326811373,2.5600096376833417
1103,170,85,6,3.821461326811373,4.266682729472237
1104,171,80,6,3.8439405110867337,4.015701392444458
1105,172,81,6,3.8664196953620946,4.065897659850013
1106,172,80,6,3.8664196953620946,4.015701392444458
1107,173,53,6,3.8888988796374555,2.6604021724944533
1108,175,93,6,3.9338572481881777,4.668252868716682
1109,176,57,6,3.9563364324635386,2.861187242116676
1110,176,81,6,3.9563364324635386,4.065897659850013
1111,178,92,6,4.001294801014261,4.618056601311126
1112,178,90,6,4.001294801014261,4.517664066500015
1113,178,87,6,4.001294801014261,4.367075264283348
1114,178,91,6,4.001294801014261,4.56786033390557
1115,179,89,6,4.023773985289622,4.467467799094459
1116,179,63,6,4.023773985289622,3.1623648465500103
1117,180,79,6,4.046253169564983,3.965505125038902
1118,180,61,6,4.046253169564983,3.061972311738899
1119,181,93,6,4.068732353840344,4.668252868716682
1120,181,105,6,4.068732353840344,5.2706080775833515
1121,183,63,6,4.113690722391066,3.1623648465500103
1122,184,68,6,4.136169906666427,3.413346183577789
1123,185,67,6,4.158649090941788,3.363149916172233
1124,186,105,6,4.181128275217149,5.2706080775833515
1125,187,89,6,4.20360745949251,4.467467799094459
1126,187,97,6,4.20360745949251,4.869037938338905
1127,187,96,6,4.20360745949251,4.81884167093335
1128,188,102,6,4.226086643767871,5.120019275366683
1129,189,102,6,4.2485658280432315,5.120019275366683
1130,189,98,6,4.2485658280432315,4.919234205744461
1131,190,105,6,4.271045012318592,5.2706080775833515
1132,190,111,6,4.271045012318592,5.571785682016685
1133,191,105,6,4.293524196593954,5.2706080775833515
1134,191,73,6,4.293524196593954,3.6643275206055677
1135,193,71,6,4.338482565144676,3.563934985794456
1136,194,91,6,4.360961749420037,4.56786033390557
1137,195,92,6,4.3834409336953986,4.618056601311126
1138,195,75,6,4.3834409336953986,3.7647200554166793
1139,195,88,6,4.3834409336953986,4.417271531688904
1140,196,125,6,4.405920117970759,6.274533425694466
1141,196,80,6,4.405920117970759,4.015701392444458
1142,197,97,6,4.42839930224612,4.869037938338905
1143,197,87,6,4.42839930224612,4.367075264283348
1144,197,86,6,4.42839930224612,4.316878996877793
1145,198,104,6,4.450878486521481,5.220411810177795
1146,198,125,6,4.450878486521481,6.274533425694466
1147,199,98,6,4.473357670796842,4.919234205744461
1148,199,95,6,4.473357670796842,4.768645403527794
1149,199,100,6,4.473357670796842,5.019626740555572
1150,200,82,6,4.495836855072203,4.116093927255569
1151,201,88,6,4.518316039347564,4.417271531688904
1152,202,105,6,4.540795223622925,5.2706080775833515
1153,202,110,6,4.540795223622925,5.521589414611129
1154,203,96,6,4.563274407898286,4.81884167093335
1155,203,100,6,4.563274407898286,5.019626740555572
1156,204,100,6,4.5857535921736465,5.019626740555572
1157,204,95,6,4.5857535921736465,4.768645403527794
1158,205,100,6,4.608232776449008,5.019626740555572
1161,136,30,5,3.057169061449098,1.5058880221666717
1162,143,47,5,3.2145233513766254,2.3592245680611192
1163,145,42,5,3.259481719927347,2.1082432310333403
1164,146,48,5,3.2819609042027085,2.409420835466675
1165,147,41,5,3.3044400884780694,2.0580469636277847
1166,148,40,5,3.3269192727534302,2.007850696222229
1167,150,56,5,3.371877641304152,2.8109909747111206
1168,150,51,5,3.371877641304152,2.5600096376833417
1169,150,44,5,3.371877641304152,2.208635765844452
1170,152,44,5,3.4168360098548747,2.208635765844452
1171,152,42,5,3.4168360098548747,2.1082432310333403
1172,153,53,5,3.4393151941302356,2.6604021724944533
1173,154,43,5,3.4617943784055965,2.1584394984388964
1174,154,42,5,3.4617943784055965,2.1082432310333403
1175,154,63,5,3.4617943784055965,3.1623648465500103
1176,155,51,5,3.484273562680958,2.5600096376833417
1177,155,57,5,3.484273562680958,2.861187242116676
1178,156,47,5,3.5067527469563187,2.3592245680611192
1179,156,43,5,3.5067527469563187,2.1584394984388964
1180,156,54,5,3.5067527469563187,2.7105984399000094
1181,156,51,5,3.5067527469563187,2.5600096376833417
1182,159,63,5,3.5741902997824013,3.1623648465500103
1183,159,48,5,3.5741902997824013,2.409420835466675
1184,160,71,5,3.5966694840577627,3.563934985794456
1185,161,53,5,3.6191486683331235,2.6604021724944533
1187,161,68,5,3.6191486683331235,3.413346183577789
1188,162,49,5,3.6416278526084844,2.4596171028722305
1189,164,68,5,3.686586221159206,3.413346183577789
1190,167,50,5,3.7540237739852897,2.509813370277786
1191,167,75,5,3.7540237739852897,3.7647200554166793
1192,168,57,5,3.7765029582606506,2.861187242116676
1193,168,48,5,3.7765029582606506,2.409420835466675
1194,170,86,5,3.821461326811373,4.316878996877793
1195,171,77,5,3.8439405110867337,3.8651125902277905
1196,172,90,5,3.8664196953620946,4.517664066500015
1197,173,51,5,3.8888988796374555,2.5600096376833417
1198,173,86,5,3.8888988796374555,4.316878996877793
1199,173,93,5,3.8888988796374555,4.668252868716682
1200,174,83,5,3.911378063912817,4.166290194661125
1201,174,90,5,3.911378063912817,4.517664066500015
1202,175,56,5,3.9338572481881777,2.8109909747111206
1203,175,98,5,3.9338572481881777,4.919234205744461
1204,176,56,5,3.9563364324635386,2.8109909747111206
1205,176,87,5,3.9563364324635386,4.367075264283348
1206,177,54,5,3.9788156167388995,2.7105984399000094
1207,177,57,5,3.9788156167388995,2.861187242116676
1208,177,83,5,3.9788156167388995,4.166290194661125
1209,178,104,5,4.001294801014261,5.220411810177795
1210,178,100,5,4.001294801014261,5.019626740555572
1211,179,88,5,4.023773985289622,4.417271531688904
1212,180,92,5,4.046253169564983,4.618056601311126
1213,180,98,5,4.046253169564983,4.919234205744461
1214,180,59,5,4.046253169564983,2.9615797769277874
1215,180,102,5,4.046253169564983,5.120019275366683
1216,180,120,5,4.046253169564983,6.023552088666687
1217,181,64,5,4.068732353840344,3.2125611139555663
1218,182,89,5,4.091211538115705,4.467467799094459
1219,182,100,5,4.091211538115705,5.019626740555572
1220,182,59,5,4.091211538115705,2.9615797769277874
1221,182,130,5,4.091211538115705,6.525514762722244
1222,182,62,5,4.091211538115705,3.112168579144455
1223,183,109,5,4.113690722391066,5.471393147205574
1224,183,105,5,4.113690722391066,5.2706080775833515
1225,184,118,5,4.136169906666427,5.923159553855575
1226,185,99,5,4.158649090941788,4.969430473150016
1227,185,106,5,4.158649090941788,5.320804344988907
1228,185,125,5,4.158649090941788,6.274533425694466
1229,186,92,5,4.181128275217149,4.618056601311126
1230,187,91,5,4.20360745949251,4.56786033390557
1231,188,130,5,4.226086643767871,6.525514762722244
1232,188,105,5,4.226086643767871,5.2706080775833515
1233,189,70,5,4.2485658280432315,3.513738718388901
1234,190,70,5,4.271045012318592,3.513738718388901
1235,190,99,5,4.271045012318592,4.969430473150016
1236,191,92,5,4.293524196593954,4.618056601311126
1237,192,125,5,4.316003380869315,6.274533425694466
1238,192,83,5,4.316003380869315,4.166290194661125
1239,193,72,5,4.338482565144676,3.614131253200012
1240,193,77,5,4.338482565144676,3.8651125902277905
1241,194,100,5,4.360961749420037,5.019626740555572
1242,194,98,5,4.360961749420037,4.919234205744461
1243,195,84,5,4.3834409336953986,4.216486462066681
1244,196,116,5,4.405920117970759,5.8227670190444645
1245,196,120,5,4.405920117970759,6.023552088666687
1246,196,87,5,4.405920117970759,4.367075264283348
1247,197,85,5,4.42839930224612,4.266682729472237
1248,197,91,5,4.42839930224612,4.56786033390557
1249,198,87,5,4.450878486521481,4.367075264283348
1250,198,130,5,4.450878486521481,6.525514762722244
1251,198,101,5,4.450878486521481,5.069823007961128
1252,199,94,5,4.473357670796842,4.7184491361222385
1253,199,105,5,4.473357670796842,5.2706080775833515
1254,199,90,5,4.473357670796842,4.517664066500015
1255,200,86,5,4.495836855072203,4.316878996877793
1256,200,94,5,4.495836855072203,4.7184491361222385
1257,201,101,5,4.518316039347564,5.069823007961128
1258,201,92,5,4.518316039347564,4.618056601311126
1259,202,95,5,4.540795223622925,4.768645403527794
1260,205,109,5,4.608232776449008,5.471393147205574
1261,205,104,5,4.608232776449008,5.220411810177795
1262,205,105,5,4.608232776449008,5.2706080775833515
1263,208,94,5,4.675670329275091,4.7184491361222385
1269,145,41,4,3.259481719927347,2.0580469636277847
1270,146,37,4,3.2819609042027085,1.8572618940055619
1271,148,33,4,3.3269192727534302,1.656476824383339
1272,150,42,4,3.371877641304152,2.1082432310333403
1273,150,54,4,3.371877641304152,2.7105984399000094
1274,153,52,4,3.4393151941302356,2.6102059050888977
1275,153,50,4,3.4393151941302356,2.509813370277786
1276,154,58,4,3.4617943784055965,2.9113835095222322
1277,154,53,4,3.4617943784055965,2.6604021724944533
1278,155,46,4,3.484273562680958,2.309028300655563
1279,155,63,4,3.484273562680958,3.1623648465500103
1280,156,42,4,3.5067527469563187,2.1082432310333403
1281,156,56,4,3.5067527469563187,2.8109909747111206
1282,156,53,4,3.5067527469563187,2.6604021724944533
1283,157,56,4,3.5292319312316796,2.8109909747111206
1284,157,46,4,3.5292319312316796,2.309028300655563
1285,158,57,4,3.5517111155070404,2.861187242116676
1287,158,63,4,3.5517111155070404,3.1623648465500103
1288,158,43,4,3.5517111155070404,2.1584394984388964
1289,158,42,4,3.5517111155070404,2.1082432310333403
1290,159,54,4,3.5741902997824013,2.7105984399000094
1291,159,44,4,3.5741902997824013,2.208635765844452
1292,159,70,4,3.5741902997824013,3.513738718388901
1293,160,67,4,3.5966694840577627,3.363149916172233
1294,160,63,4,3.5966694840577627,3.1623648465500103
1295,160,43,4,3.5966694840577627,2.1584394984388964
1296,161,59,4,3.6191486683331235,2.9615797769277874
1297,161,61,4,3.6191486683331235,3.061972311738899
1298,162,64,4,3.6416278526084844,3.2125611139555663
1299,162,54,4,3.6416278526084844,2.7105984399000094
1300,162,67,4,3.6416278526084844,3.363149916172233
1301,163,76,4,3.6641070368838453,3.814916322822235
1302,163,73,4,3.6641070368838453,3.6643275206055677
1303,163,79,4,3.6641070368838453,3.965505125038902
1304,163,69,4,3.6641070368838453,3.463542450983345
1305,164,69,4,3.686586221159206,3.463542450983345
1306,165,71,4,3.709065405434568,3.563934985794456
1307,165,77,4,3.709065405434568,3.8651125902277905
1308,166,74,4,3.731544589709929,3.7145237880111237
1309,167,49,4,3.7540237739852897,2.4596171028722305
1310,167,72,4,3.7540237739852897,3.614131253200012
1311,168,77,4,3.7765029582606506,3.8651125902277905
1312,168,80,4,3.7765029582606506,4.015701392444458
1313,168,49,4,3.7765029582606506,2.4596171028722305
1314,168,78,4,3.7765029582606506,3.9153088576333466
1315,168,71,4,3.7765029582606506,3.563934985794456
1316,168,42,4,3.7765029582606506,2.1082432310333403
1317,169,86,4,3.798982142536012,4.316878996877793
1318,169,59,4,3.798982142536012,2.9615797769277874
1319,170,84,4,3.821461326811373,4.216486462066681
1320,173,52,4,3.8888988796374555,2.6102059050888977
1321,173,81,4,3.8888988796374555,4.065897659850013
1322,173,54,4,3.8888988796374555,2.7105984399000094
1323,173,90,4,3.8888988796374555,4.517664066500015
1324,174,84,4,3.911378063912817,4.216486462066681
1325,174,89,4,3.911378063912817,4.467467799094459
1326,174,81,4,3.911378063912817,4.065897659850013
1327,174,54,4,3.911378063912817,2.7105984399000094
1328,175,53,4,3.9338572481881777,2.6604021724944533
1329,176,93,4,3.9563364324635386,4.668252868716682
1330,177,88,4,3.9788156167388995,4.417271531688904
1331,177,58,4,3.9788156167388995,2.9113835095222322
1332,178,98,4,4.001294801014261,4.919234205744461
1333,178,88,4,4.001294801014261,4.417271531688904
1334,179,81,4,4.023773985289622,4.065897659850013
1335,179,61,4,4.023773985289622,3.061972311738899
1336,179,92,4,4.023773985289622,4.618056601311126
1337,180,105,4,4.046253169564983,5.2706080775833515
1338,180,93,4,4.046253169564983,4.668252868716682
1339,180,58,4,4.046253169564983,2.9113835095222322
1340,181,105,4,4.068732353840344,5.2706080775833515
1341,181,92,4,4.068732353840344,4.618056601311126
1342,181,62,4,4.068732353840344,3.112168579144455
1343,183,60,4,4.113690722391066,3.0117760443333434
1344,183,130,4,4.113690722391066,6.525514762722244
1345,183,104,4,4.113690722391066,5.220411810177795
1346,183,88,4,4.113690722391066,4.417271531688904
1347,184,98,4,4.136169906666427,4.919234205744461
1348,184,104,4,4.136169906666427,5.220411810177795
1349,184,64,4,4.136169906666427,3.2125611139555663
1350,185,104,4,4.158649090941788,5.220411810177795
1351,185,64,4,4.158649090941788,3.2125611139555663
1352,185,105,4,4.158649090941788,5.2706080775833515
1353,186,96,4,4.181128275217149,4.81884167093335
1354,187,120,4,4.20360745949251,6.023552088666687
1355,187,101,4,4.20360745949251,5.069823007961128
1356,187,68,4,4.20360745949251,3.413346183577789
1357,187,99,4,4.20360745949251,4.969430473150016
1358,188,104,4,4.226086643767871,5.220411810177795
1359,189,78,4,4.2485658280432315,3.9153088576333466
1360,189,95,4,4.2485658280432315,4.768645403527794
1361,190,110,4,4.271045012318592,5.521589414611129
1362,190,104,4,4.271045012318592,5.220411810177795
1363,192,78,4,4.316003380869315,3.9153088576333466
1364,192,72,4,4.316003380869315,3.614131253200012
1365,192,107,4,4.316003380869315,5.371000612394463
1366,193,78,4,4.338482565144676,3.9153088576333466
1367,193,120,4,4.338482565144676,6.023552088666687
1368,193,102,4,4.338482565144676,5.120019275366683
1369,193,130,4,4.338482565144676,6.525514762722244
1370,193,105,4,4.338482565144676,5.2706080775833515
1371,193,110,4,4.338482565144676,5.521589414611129
1372,193,79,4,4.338482565144676,3.965505125038902
1373,193,115,4,4.338482565144676,5.772570751638908
1374,194,77,4,4.360961749420037,3.8651125902277905
1375,194,104,4,4.360961749420037,5.220411810177795
1376,194,80,4,4.360961749420037,4.015701392444458
1377,195,79,4,4.3834409336953986,3.965505125038902
1378,195,101,4,4.3834409336953986,5.069823007961128
1379,196,77,4,4.405920117970759,3.8651125902277905
1380,196,108,4,4.405920117970759,5.421196879800019
1381,196,105,4,4.405920117970759,5.2706080775833515
1382,197,88,4,4.42839930224612,4.417271531688904
1383,197,90,4,4.42839930224612,4.517664066500015
1384,197,99,4,4.42839930224612,4.969430473150016
1385,197,98,4,4.42839930224612,4.919234205744461
1386,198,114,4,4.450878486521481,5.722374484233352
1387,200,91,4,4.495836855072203,4.56786033390557
1388,200,85,4,4.495836855072203,4.266682729472237
1389,200,90,4,4.495836855072203,4.517664066500015
1390,200,99,4,4.495836855072203,4.969430473150016
1391,201,105,4,4.518316039347564,5.2706080775833515
1392,201,95,4,4.518316039347564,4.768645403527794
1393,201,91,4,4.518316039347564,4.56786033390557
1394,202,96,4,4.540795223622925,4.81884167093335
1395,202,106,4,4.540795223622925,5.320804344988907
1396,203,109,4,4.563274407898286,5.471393147205574
1397,203,101,4,4.563274407898286,5.069823007961128
1398,204,96,4,4.5857535921736465,4.81884167093335
1399,205,96,4,4.608232776449008,4.81884167093335
1400,206,107,4,4.630711960724369,5.371000612394463
1401,207,105,4,4.65319114499973,5.2706080775833515
1402,208,104,4,4.675670329275091,5.220411810177795
1403,208,120,4,4.675670329275091,6.023552088666687
1404,211,120,4,4.7431078821011745,6.023552088666687
1405,216,107,4,4.855503803477979,5.371000612394463
1415,141,40,3,3.1695649828259036,2.007850696222229
1416,142,37,3,3.1920441671012645,1.8572618940055619
1417,142,33,3,3.1920441671012645,1.656476824383339
1419,144,35,3,3.2370025356519863,1.7568693591944504
1420,145,48,3,3.259481719927347,2.409420835466675
1421,148,45,3,3.3269192727534302,2.2588320332500076
1422,148,37,3,3.3269192727534302,1.8572618940055619
