,Height,Weight,Medal_Counts
1158,205.0,100.0,6
1159,,66.0,5
1160,,80.0,5
1161,136.0,30.0,5
1162,143.0,47.0,5
1163,145.0,42.0,5
1164,146.0,48.0,5
1165,147.0,41.0,5
1166,148.0,40.0,5
1167,150.0,56.0,5
1168,150.0,51.0,5
1169,150.0,44.0,5
1170,152.0,44.0,5
1171,152.0,42.0,5
1172,153.0,53.0,5
1173,154.0,43.0,5
1174,154.0,42.0,5
1175,154.0,63.0,5
1176,155.0,51.0,5
1177,155.0,57.0,5
1178,156.0,47.0,5
1179,156.0,43.0,5
1180,156.0,54.0,5
1181,156.0,51.0,5
1182,159.0,63.0,5
1183,159.0,48.0,5
1184,160.0,71.0,5
1185,161.0,53.0,5
1186,161.0,,5
1187,161.0,68.0,5
1188,162.0,49.0,5
1189,164.0,68.0,5
1190,167.0,50.0,5
1191,167.0,75.0,5
1192,168.0,57.5,5
1193,168.0,48.0,5
1194,170.0,86.0,5
1195,171.0,77.0,5
1196,172.0,90.0,5
1197,173.0,51.0,5
1198,173.0,86.0,5
1199,173.0,93.0,5
1200,174.0,83.0,5
1201,174.0,90.0,5
1202,175.0,56.0,5
1203,175.0,98.0,5
1204,176.0,56.0,5
1205,176.0,87.0,5
1206,177.0,54.0,5
1207,177.0,57.0,5
1208,177.0,83.0,5
1209,178.0,104.0,5
1210,178.0,100.0,5
1211,179.0,88.0,5
1212,180.0,92.0,5
1213,180.0,98.0,5
1214,180.0,59.0,5
1215,180.0,102.0,5
1216,180.0,120.0,5
1217,181.0,64.0,5
1218,182.0,89.0,5
1219,182.0,100.0,5
1220,182.0,59.0,5
1221,182.0,130.0,5
1222,182.0,62.0,5
1223,183.0,109.0,5
1224,183.0,105.0,5
1225,184.0,118.0,5
1226,185.0,99.0,5
1227,185.0,106.0,5
1228,185.0,125.0,5
1229,186.0,92.0,5
1230,187.0,91.0,5
1231,188.0,130.0,5
1232,188.0,105.0,5
1233,189.0,70.0,5
1234,190.0,70.0,5
1235,190.0,99.0,5
1236,191.0,92.0,5
1237,192.0,125.0,5
1238,192.0,83.0,5
1239,193.0,72.0,5
1240,193.0,77.0,5
1241,194.0,100.0,5
1242,194.0,98.0,5
1243,195.0,84.0,5
1244,196.0,116.0,5
1245,196.0,120.0,5
1246,196.0,87.0,5
1247,197.0,85.0,5
1248,197.0,91.0,5
1249,198.0,87.0,5
1250,198.0,130.0,5
1251,198.0,101.0,5
1252,199.0,94.0,5
1253,199.0,105.0,5
1254,199.0,90.0,5
1255,200.0,86.0,5
1256,200.0,94.0,5
1257,201.0,101.0,5
1258,201.0,92.0,5
1259,202.0,95.0,5
1260,205.0,109.0,5
1261,205.0,104.0,5
1262,205.0,105.0,5
1263,208.0,94.0,5
1264,,72.0,4
1265,,52.0,4
1266,,68.0,4
1267,,104.0,4
1268,,59.0,4
1269,145.0,41.0,4
1270,146.0,37.0,4
1271,148.0,33.0,4
1272,150.0,42.0,4
1273,150.0,54.0,4
1274,153.0,52.0,4
1275,153.0,50.0,4
1276,154.0,58.0,4
1277,154.0,53.0,4
1278,155.0,46.0,4
1279,155.0,63.0,4
1280,156.0,42.0,4
1281,156.0,56.0,4
1282,156.0,53.0,4
1283,157.0,56.0,4
1284,157.0,46.0,4
1285,158.0,57.0,4
1286,158.0,,4
1287,158.0,63.0,4
1288,158.0,43.0,4
1289,158.0,42.0,4
1290,159.0,54.0,4
1291,159.0,44.0,4
1292,159.0,70.0,4
1293,160.0,67.0,4
1294,160.0,63.5,4
1295,160.0,43.0,4
1296,161.0,59.0,4
1297,161.0,61.0,4
1298,162.0,64.0,4
1299,162.0,54.5,4
1300,162.0,67.0,4
1301,163.0,76.0,4
1302,163.0,73.0,4
1303,163.0,79.0,4
1304,163.0,69.0,4
1305,164.0,69.0,4
1306,165.0,71.0,4
1307,165.0,77.0,4
1308,166.0,74.0,4
1309,167.0,49.0,4
1310,167.0,72.0,4
1311,168.0,77.0,4
1312,168.0,80.0,4
1313,168.0,49.0,4
1314,168.0,78.0,4
1315,168.0,71.0,4
1316,168.0,42.0,4
1317,169.0,86.0,4
1318,169.0,59.5,4
1319,170.0,84.0,4
1320,173.0,52.0,4
1321,173.0,81.0,4
1322,173.0,54.0,4
1323,173.0,90.0,4
1324,174.0,84.0,4
1325,174.0,89.0,4
1326,174.0,81.0,4
1327,174.0,54.0,4
1328,175.0,53.0,4
1329,176.0,93.0,4
1330,177.0,88.0,4
1331,177.0,58.0,4
1332,178.0,98.0,4
1333,178.0,88.0,4
1334,179.0,81.5,4
1335,179.0,61.0,4
1336,179.0,92.0,4
1337,180.0,105.0,4
1338,180.0,93.0,4
1339,180.0,58.0,4
1340,181.0,105.5,4
1341,181.0,92.0,4
1342,181.0,62.0,4
1343,183.0,60.0,4
1344,183.0,130.0,4
1345,183.0,104.0,4
1346,183.0,88.5,4
1347,184.0,98.0,4
1348,184.0,104.0,4
1349,184.0,64.0,4
1350,185.0,104.0,4
1351,185.0,64.0,4
1352,185.0,105.0,4
1353,186.0,96.0,4
1354,187.0,120.0,4
1355,187.0,101.0,4
1356,187.0,68.0,4
1357,187.0,99.0,4
1358,188.0,104.0,4
1359,189.0,78.0,4
1360,189.0,95.0,4
1361,190.0,110.0,4
1362,190.0,104.0,4
1363,192.0,78.0,4
1364,192.0,72.0,4
1365,192.0,107.0,4
1366,193.0,78.0,4
1367,193.0,120.0,4
1368,193.0,102.0,4
1369,193.0,130.0,4
1370,193.0,105.0,4
1371,193.0,110.0,4
1372,193.0,79.0,4
1373,193.0,115.0,4
1374,194.0,77.0,4
1375,194.0,104.0,4
1376,194.0,80.0,4
1377,195.0,79.0,4
1378,195.0,101.0,4
1379,196.0,77.0,4
1380,196.0,108.0,4
1381,196.0,105.0,4
1382,197.0,88.0,4
1383,197.0,90.0,4
1384,197.0,99.0,4
1385,197.0,98.0,4
1386,198.0,114.0,4
1387,200.0,91.0,4
1388,200.0,85.0,4
1389,200.0,90.0,4
1390,200.0,99.0,4
1391,201.0,105.0,4
1392,201.0,95.0,4
1393,201.0,91.0,4
1394,202.0,96.0,4
1395,202.0,106.0,4
1396,203.0,109.0,4
1397,203.0,101.0,4
1398,204.0,96.0,4
1399,205.0,96.0,4
1400,206.0,107.0,4
1401,207.0,105.0,4
1402,208.0,104.0,4
1403,208.0,120.0,4
1404,211.0,120.0,4
1405,216.0,107.0,4
1406,,90.0,3
1407,,51.0,3
1408,,84.0,3
1409,,94.0,3
1410,,83.0,3
1411,,95.0,3
1412,,63.0,3
1413,,61.0,3
1414,,58.0,3
1415,141.0,40.0,3
1416,142.0,37.0,3
1417,142.0,33.0,3
1418,142.0,,3
1419,144.0,35.0,3
1420,145.0,48.0,3
1421,148.0,45.0,3
1422,148.0,37.0,3
1423,149.0,53.0,3
1424,149.0,42.0,3
1425,149.0,38.0,3
1426,150.0,38.0,3
1427,150.0,37.0,3
1428,150.0,50.0,3
1429,150.0,62.0,3
1430,150.0,52.0,3
1431,150.0,39.0,3
1432,150.0,35.0,3
1433,151.0,56.0,3
1434,152.0,50.0,3
1435,152.0,52.0,3
1436,152.0,56.0,3
1437,152.0,58.0,3
1438,153.0,41.0,3
1439,153.0,49.0,3
1440,154.0,49.0,3
1441,154.0,62.0,3
1442,155.0,59.0,3
1443,155.0,44.0,3
1444,155.0,49.0,3
1445,156.0,44.0,3
1446,157.0,63.0,3
1447,157.0,59.0,3
1448,157.0,57.0,3
1449,157.0,59.5,3
1450,158.0,64.0,3
1451,159.0,42.0,3
1452,159.0,58.0,3
1453,159.0,47.0,3
1454,160.0,42.0,3
1455,160.0,70.0,3
1456,160.0,64.0,3
1457,161.0,50.0,3
1458,162.0,66.0,3
1459,162.0,68.0,3
1460,162.0,75.0,3
1461,163.0,70.0,3
1462,163.0,72.0,3
1463,164.0,75.0,3
1464,164.0,72.0,3
1465,164.0,61.5,3
1466,164.0,83.0,3
1467,165.0,75.0,3
1468,165.0,73.0,3
1469,166.0,72.0,3
1470,167.0,77.0,3
1471,167.0,74.5,3
1472,168.0,47.0,3
1473,168.0,82.0,3
1474,169.0,52.0,3
1475,169.0,73.0,3
1476,170.0,92.0,3
1477,170.0,60.5,3
1478,170.0,90.0,3
1479,170.0,89.0,3
1480,170.0,97.0,3
1481,171.0,76.0,3
1482,171.0,85.0,3
1483,171.0,81.0,3
1484,172.0,48.0,3
1485,172.0,82.0,3
1486,172.0,87.0,3
1487,173.0,102.0,3
1488,173.0,50.0,3
1489,173.0,49.0,3
1490,173.0,85.0,3
1491,174.0,100.0,3
1492,174.0,77.5,3
1493,174.0,82.0,3
1494,174.0,79.0,3
1495,174.0,49.0,3
1496,174.0,88.0,3
1497,175.0,100.0,3
1498,175.0,88.0,3
1499,175.0,94.0,3
1500,175.0,83.0,3
1501,176.0,54.0,3
1502,176.0,88.0,3
1503,176.0,90.0,3
1504,176.0,97.0,3
1505,177.0,89.0,3
1506,177.0,86.0,3
1507,177.0,56.0,3
1508,177.0,94.0,3
1509,178.0,87.5,3
1510,178.0,105.0,3
1511,178.0,93.0,3
1512,179.0,87.0,3
1513,180.0,57.0,3
1514,180.0,130.0,3
1515,181.0,94.0,3
1516,181.0,95.0,3
1517,181.0,97.0,3
1518,181.0,104.0,3
1519,181.0,110.0,3
1520,182.0,115.0,3
1521,182.0,104.0,3
1522,182.0,148.0,3
1523,182.0,105.0,3
1524,182.0,93.0,3
1525,182.0,99.0,3
1526,183.0,97.0,3
1527,183.0,120.0,3
1528,183.0,94.0,3
1529,184.0,93.0,3
1530,184.0,91.0,3
1531,184.0,71.0,3
1532,185.0,63.0,3
1533,185.0,103.0,3
1534,185.0,65.0,3
1535,185.0,97.0,3
1536,186.0,97.0,3
1537,186.0,68.0,3
1538,186.0,103.0,3
1539,186.0,110.0,3
1540,186.0,135.0,3
1541,186.0,87.5,3
1542,187.0,71.0,3
1543,187.0,105.0,3
1544,188.0,112.0,3
1545,188.0,62.0,3
1546,188.0,68.0,3
1547,188.0,103.0,3
1548,188.0,110.0,3
1549,189.0,72.0,3
1550,189.0,73.0,3
1551,189.0,63.0,3
1552,190.0,108.0,3
1553,190.0,101.5,3
1554,190.0,106.0,3
1555,191.0,120.0,3
1556,191.0,109.0,3
1557,191.0,92.5,3
1558,191.0,107.0,3
1559,191.0,102.0,3
1560,192.0,75.0,3
1561,192.0,110.0,3
1562,192.0,99.0,3
1563,193.0,123.0,3
1564,193.0,76.0,3
1565,193.0,107.0,3
1566,193.0,112.0,3
1567,194.0,78.0,3
1568,194.0,125.0,3
1569,194.0,103.0,3
1570,194.0,82.0,3
1571,194.0,97.0,3
1572,194.0,99.0,3
1573,195.0,120.0,3
1574,195.0,78.0,3
1575,196.0,110.0,3
1576,196.0,99.0,3
1577,196.0,83.0,3
1578,197.0,125.0,3
1579,197.0,81.0,3
1580,197.0,106.0,3
1581,197.0,104.0,3
1582,197.0,103.0,3
1583,198.0,79.0,3
1584,198.0,,3
1585,198.0,77.0,3
1586,198.0,103.0,3
1587,198.0,102.0,3
1588,198.0,110.0,3
1589,198.0,112.0,3
1590,199.0,86.0,3
1591,200.0,120.0,3
1592,200.0,103.0,3
1593,200.0,113.0,3
1594,200.0,130.0,3
1595,200.0,89.0,3
1596,200.0,110.0,3
1597,200.0,92.0,3
1598,200.0,104.0,3
1599,200.0,106.0,3
1600,201.0,99.0,3
1601,201.0,93.0,3
1602,201.0,104.0,3
1603,202.0,104.0,3
1604,202.0,103.0,3
1605,202.0,115.0,3
1606,202.0,91.0,3
1607,202.0,85.0,3
1608,202.0,99.0,3
1609,202.0,97.0,3
1610,203.0,106.0,3
1611,203.0,114.0,3
1612,203.0,92.0,3
1613,203.0,91.0,3
1614,203.0,139.0,3
1615,204.0,102.0,3
1616,204.0,90.0,3
1617,205.0,116.0,3
1618,205.0,115.0,3
1619,205.0,85.0,3
1620,205.0,91.0,3
1621,206.0,93.0,3
1622,206.0,100.0,3
1623,206.0,96.0,3
1624,206.0,105.0,3
1625,206.0,117.0,3
1626,207.0,100.0,3
1627,208.0,107.0,3
1628,208.0,106.0,3
1629,208.0,102.0,3
1630,208.0,100.0,3
1631,209.0,94.0,3
1632,210.0,110.0,3
1633,211.0,98.0,3
1634,215.0,115.0,3
1635,218.0,141.0,3
1636,223.0,122.0,3
1637,,57.0,2
1638,,72.5,2
1639,,130.0,2
1640,,89.0,2
1641,,50.0,2
1642,,37.0,2
1643,,85.0,2
1644,,73.5,2
1645,,62.0,2
1646,,55.0,2
1647,,127.0,2
1648,,101.5,2
1649,,109.0,2
1650,,81.5,2
1651,,103.5,2
1652,,59.5,2
1653,,98.0,2
1654,,99.0,2
1655,,86.0,2
1656,,47.0,2
1657,137.0,28.0,2
1658,139.0,36.0,2
1659,143.0,36.0,2
1660,144.0,34.0,2
1661,146.0,47.0,2
1662,146.0,45.0,2
1663,146.0,42.0,2
1664,147.0,45.0,2
1665,147.0,47.0,2
1666,147.0,,2
1667,148.0,42.0,2
1668,150.0,,2
1669,150.0,55.0,2
1670,150.0,49.0,2
1671,150.0,59.0,2
1672,150.0,70.0,2
1673,151.0,44.0,2
1674,151.0,48.0,2
1675,152.0,90.0,2
1676,152.0,59.0,2
1677,152.0,55.5,2
1678,153.0,47.0,2
1679,153.0,60.0,2
1680,153.0,44.0,2
1681,153.0,51.0,2
1682,153.0,45.0,2
1683,153.0,54.0,2
1684,154.0,46.0,2
1685,154.0,40.0,2
1686,154.0,54.0,2
1687,155.0,43.0,2
1688,156.0,68.0,2
1689,156.0,41.0,2
1690,156.0,57.0,2
1691,156.0,45.0,2
1692,156.0,61.0,2
1693,156.0,49.0,2
1694,157.0,47.0,2
1695,157.0,43.0,2
1696,157.0,53.5,2
1697,158.0,59.0,2
1698,158.0,66.0,2
1699,158.0,47.0,2
1700,158.0,40.0,2
1701,159.0,45.0,2
1702,159.0,43.0,2
1703,160.0,72.0,2
1704,161.0,69.0,2
1705,161.0,77.0,2
1706,162.0,56.5,2
1707,162.0,40.0,2
1708,162.0,52.5,2
1709,162.0,85.0,2
1710,163.0,46.0,2
1711,163.0,75.0,2
1712,164.0,42.0,2
1713,164.0,110.0,2
1714,164.0,76.0,2
1715,164.0,67.5,2
1716,164.0,46.0,2
1717,164.0,73.0,2
1718,165.0,43.0,2
1719,165.0,80.0,2
1720,165.0,78.5,2
1721,165.0,65.5,2
1722,165.0,79.0,2
1723,165.0,54.5,2
1724,165.0,40.0,2
1725,165.0,46.0,2
1726,166.0,49.0,2
1727,166.0,75.0,2
1728,166.0,48.0,2
1729,166.0,45.0,2
1730,166.0,46.0,2
1731,167.0,48.0,2
1732,167.0,85.5,2
1733,167.0,79.0,2
1734,167.0,76.0,2
1735,167.0,78.0,2
1736,169.0,47.0,2
1737,169.0,80.0,2
1738,169.0,72.0,2
1739,169.0,51.0,2
1740,170.0,126.0,2
1741,170.0,104.0,2
1742,170.0,48.0,2
1743,170.0,94.0,2
1744,170.0,47.0,2
1745,170.0,118.0,2
1746,170.0,95.0,2
1747,170.0,72.5,2
1748,170.0,100.0,2
1749,171.0,78.0,2
1750,171.0,86.0,2
1751,171.0,79.0,2
1752,171.0,96.0,2
1753,171.0,84.0,2
1754,171.0,90.0,2
1755,172.0,84.0,2
1756,172.0,53.0,2
1757,172.0,89.0,2
1758,172.0,81.5,2
1759,173.0,65.5,2
1760,173.0,74.5,2
1761,173.0,96.0,2
1762,173.0,122.0,2
1763,173.0,87.0,2
1764,174.0,48.0,2
1765,174.0,86.5,2
1766,174.0,56.0,2
1767,174.0,82.5,2
1768,174.0,50.0,2
1769,174.0,76.5,2
1770,175.0,52.0,2
1771,175.0,50.0,2
1772,175.0,105.0,2
1773,175.0,87.0,2
1774,176.0,53.0,2
1775,176.0,52.0,2
1776,176.0,102.0,2
1777,177.0,114.0,2
1778,177.0,87.5,2
1779,177.0,110.0,2
1780,177.0,105.0,2
1781,177.0,106.0,2
1782,177.0,87.0,2
1783,177.0,92.0,2
1784,177.0,61.0,2
1785,178.0,74.5,2
1786,178.0,56.0,2
1787,178.0,55.0,2
1788,178.0,57.0,2
1789,178.0,97.0,2
1790,178.0,124.0,2
1791,178.0,141.0,2
1792,178.0,94.0,2
1793,179.0,102.0,2
1794,179.0,107.0,2
1795,180.0,65.5,2
1796,180.0,108.0,2
1797,180.0,112.0,2
1798,180.0,116.0,2
1799,180.0,106.0,2
1800,180.0,81.5,2
1801,180.0,143.0,2
1802,180.0,139.0,2
1803,181.0,61.0,2
1804,181.0,60.0,2
1805,181.0,91.0,2
1806,181.0,63.0,2
1807,181.0,57.0,2
1808,181.0,86.5,2
1809,181.0,59.0,2
1810,181.0,145.0,2
1811,182.0,57.0,2
1812,182.0,97.5,2
1813,182.0,108.0,2
1814,182.0,98.0,2
1815,183.0,114.0,2
1816,183.0,106.0,2
1817,183.0,146.0,2
1818,183.0,113.0,2
1819,183.0,103.0,2
1820,183.0,82.5,2
1821,183.0,116.5,2
1822,183.0,170.0,2
1823,183.0,107.0,2
1824,183.0,102.0,2
1825,183.0,99.0,2
1826,184.0,103.0,2
1827,184.0,115.0,2
1828,184.0,96.0,2
1829,184.0,94.0,2
1830,184.0,120.0,2
1831,185.0,127.0,2
1832,185.0,120.0,2
1833,185.0,117.0,2
1834,185.0,130.5,2
1835,185.0,97.5,2
1836,185.0,155.0,2
1837,185.0,160.0,2
1838,186.0,150.0,2
1839,186.0,98.0,2
1840,186.0,69.0,2
1841,186.0,115.0,2
1842,186.0,66.0,2
1843,186.0,60.0,2
1844,186.0,102.0,2
1845,186.0,113.0,2
1846,187.0,64.0,2
1847,187.0,63.0,2
1848,187.0,107.0,2
1849,187.0,146.5,2
1850,187.0,113.0,2
1851,188.0,113.0,2
1852,188.0,99.0,2
1853,188.0,116.0,2
1854,188.0,107.0,2
1855,188.0,136.0,2
1856,188.0,120.0,2
1857,188.0,97.0,2
1858,188.0,65.0,2
1859,189.0,90.5,2
1860,189.0,62.0,2
1861,189.0,163.0,2
1862,190.0,125.0,2
1863,190.0,71.0,2
1864,190.0,65.0,2
1865,190.0,101.0,2
1866,190.0,62.0,2
1867,191.0,70.0,2
1868,192.0,115.0,2
1869,192.0,105.0,2
1870,192.0,,2
1871,192.0,79.0,2
1872,192.0,73.0,2
1873,193.0,68.0,2
1874,193.0,73.0,2
1875,193.0,114.0,2
1876,193.0,75.0,2
1877,193.0,118.0,2
1878,193.0,129.0,2
1879,193.0,108.0,2
1880,194.0,83.0,2
1881,194.0,130.0,2
1882,195.0,65.0,2
1883,195.0,132.0,2
1884,195.0,,2
1885,195.0,130.0,2
1886,195.0,68.0,2
1887,195.0,135.0,2
1888,195.0,77.0,2
1889,196.0,75.0,2
1890,196.0,109.0,2
1891,196.0,70.0,2
1892,196.0,128.0,2
1893,196.0,103.0,2
1894,197.0,96.0,2
1895,197.0,80.0,2
1896,197.0,84.0,2
1897,197.0,92.0,2
1898,197.0,110.0,2
1899,198.0,106.0,2
1900,198.0,118.0,2
1901,198.0,115.0,2
1902,198.0,111.0,2
1903,198.0,105.0,2
1904,198.0,83.0,2
1905,198.0,82.0,2
1906,198.0,140.0,2
1907,199.0,110.0,2
1908,199.0,92.0,2
1909,199.0,96.0,2
1910,199.0,106.0,2
1911,200.0,88.0,2
1912,200.0,115.0,2
1913,201.0,103.5,2
1914,201.0,78.0,2
1915,201.0,114.0,2
1916,201.0,98.0,2
1917,201.0,115.0,2
1918,201.0,96.0,2
1919,201.0,90.0,2
1920,202.0,108.0,2
1921,202.0,80.0,2
1922,202.0,111.0,2
1923,202.0,112.0,2
1924,203.0,94.0,2
1925,203.0,104.0,2
1926,203.0,160.0,2
1927,203.0,62.0,2
1928,203.0,103.0,2
1929,203.0,120.0,2
1930,204.0,142.0,2
1931,204.0,115.0,2
1932,204.0,108.0,2
1933,204.0,105.0,2
1934,204.0,110.0,2
1935,204.0,98.0,2
1936,204.0,97.0,2
1937,205.0,89.0,2
1938,205.0,110.0,2
1939,205.0,94.0,2
1940,205.0,107.0,2
1941,205.0,95.0,2
1942,205.0,98.0,2
1943,206.0,104.0,2
1944,206.0,108.0,2
1945,206.0,101.0,2
1946,206.0,102.0,2
1947,207.0,106.0,2
1948,207.0,87.0,2
1949,207.0,120.0,2
1950,207.0,95.0,2
1951,208.0,115.0,2
1952,208.0,103.0,2
1953,208.0,105.0,2
1954,209.0,101.0,2
1955,209.0,96.0,2
1956,210.0,105.0,2
1957,210.0,90.0,2
1958,210.0,115.0,2
1959,210.0,128.0,2
1960,211.0,115.0,2
1961,211.0,112.0,2
1962,213.0,109.0,2
1963,213.0,110.0,2
1964,213.0,100.0,2
1965,213.0,122.0,2
1966,213.0,113.0,2
1967,214.0,117.0,2
1968,216.0,111.0,2
1969,217.0,115.0,2
1970,217.0,102.0,2
1971,218.0,115.0,2
1972,220.0,110.0,2
1973,,108.0,1
1974,,77.3333333333333,1
1975,,65.5,1
1976,,64.0,1
1977,,91.0,1
1978,,146.0,1
1979,,67.5,1
1980,,92.0,1
1981,,88.0,1
1982,,97.0,1
1983,,102.5,1
1984,,96.0,1
1985,,48.0,1
1986,,54.0,1
1987,,105.0,1
1988,,107.0,1
1989,,115.0,1
1990,,93.0,1
1991,138.0,66.0,1
1992,139.0,34.0,1
1993,139.0,32.0,1
1994,140.0,38.0,1
1995,140.0,32.0,1
1996,140.0,39.0,1
1997,140.0,56.0,1
1998,140.0,40.0,1
1999,140.0,33.0,1
2000,140.0,,1
2001,142.0,36.0,1
2002,142.0,50.0,1
2003,142.0,32.0,1
2004,142.0,35.0,1
2005,143.0,54.0,1
2006,143.0,31.0,1
2007,143.0,34.0,1
2008,144.0,33.0,1
2009,144.0,55.0,1
2010,145.0,37.0,1
2011,145.0,55.0,1
2012,145.0,35.0,1
2013,145.0,44.0,1
2014,145.0,36.0,1
2015,146.0,43.0,1
2016,146.0,46.0,1
2017,146.0,39.0,1
2018,146.0,40.0,1
2019,147.0,36.0,1
2020,147.0,37.0,1
2021,147.0,34.0,1
2022,147.0,43.0,1
2023,147.0,48.0,1
2024,148.0,39.0,1
2025,148.0,57.0,1
2026,148.0,46.0,1
2027,148.0,36.0,1
2028,148.0,48.0,1
2029,149.0,45.0,1
2030,149.0,48.0,1
2031,149.0,43.0,1
2032,149.0,47.0,1
2033,150.0,58.0,1
2034,150.0,65.0,1
2035,150.0,47.0,1
2036,150.0,57.0,1
2037,150.0,43.0,1
2038,150.0,45.0,1
2039,150.0,46.0,1
2040,151.0,57.0,1
2041,151.0,40.0,1
2042,151.0,41.0,1
2043,151.0,35.0,1
2044,151.0,42.0,1
2045,151.0,49.0,1
2046,151.0,45.0,1
2047,151.0,47.0,1
2048,152.0,55.0,1
2049,152.0,45.0,1
2050,152.0,46.0,1
2051,152.0,40.0,1
2052,152.0,53.0,1
2053,152.0,57.0,1
2054,152.0,60.0,1
2055,153.0,57.0,1
2056,153.0,58.0,1
2057,153.0,56.0,1
2058,154.0,60.0,1
2059,154.0,51.0,1
2060,154.0,59.0,1
2061,154.0,47.0,1
2062,154.0,55.0,1
2063,154.0,45.0,1
2064,154.0,57.0,1
2065,155.0,67.0,1
2066,155.0,41.0,1
2067,155.0,42.0,1
2068,155.0,62.0,1
2069,155.0,69.0,1
2070,155.0,77.0,1
2071,156.0,55.0,1
2072,156.0,67.0,1
2073,156.0,59.0,1
2074,157.0,69.0,1
2075,157.0,42.0,1
2076,157.0,62.0,1
2077,157.0,66.0,1
2078,157.0,40.0,1
2079,157.0,65.0,1
2080,158.0,68.0,1
2081,158.0,69.0,1
2082,158.0,62.0,1
2083,158.0,36.0,1
2084,159.0,69.0,1
2085,159.0,71.0,1
2086,159.0,40.0,1
2087,159.0,46.0,1
2088,159.0,65.0,1
2089,159.0,61.0,1
2090,159.0,68.0,1
2091,159.0,,1
2092,159.0,73.0,1
2093,160.0,67.5,1
2094,160.0,69.5,1
2095,160.0,75.0,1
2096,160.0,44.0,1
2097,160.0,40.0,1
2098,160.0,68.0,1
2099,161.0,39.0,1
2100,161.0,49.0,1
2101,161.0,66.0,1
2102,161.0,71.0,1
2103,161.0,47.0,1
2104,161.0,63.0,1
2105,161.0,40.0,1
2106,161.0,64.0,1
2107,161.0,75.0,1
2108,161.0,67.0,1
2109,162.0,59.5,1
2110,162.0,72.0,1
2111,162.0,69.0,1
2112,162.0,53.5,1
2113,162.0,43.0,1
2114,162.0,46.0,1
2115,162.0,42.0,1
2116,162.0,41.0,1
2117,162.0,76.0,1
2118,162.0,38.0,1
2119,163.0,95.0,1
2120,163.0,41.0,1
2121,163.0,43.0,1
2122,163.0,77.0,1
2123,163.0,71.0,1
2124,163.0,78.0,1
2125,163.0,61.5,1
2126,163.0,74.0,1
2127,163.0,45.0,1
2128,164.0,41.0,1
2129,164.0,45.0,1
2130,164.0,59.5,1
2131,164.0,68.5,1
2132,164.0,78.0,1
2133,164.0,43.0,1
2134,165.0,102.0,1
2135,165.0,64.5,1
2136,165.0,85.0,1
2137,165.0,82.0,1
2138,165.0,83.0,1
2139,165.0,78.0,1
2140,165.0,76.0,1
2141,165.0,100.0,1
2142,165.0,44.0,1
2143,165.0,74.0,1
2144,166.0,80.0,1
2145,166.0,76.0,1
2146,166.0,83.0,1
2147,166.0,43.0,1
2148,166.0,70.5,1
2149,166.0,79.0,1
2150,166.0,85.0,1
2151,167.0,75.5,1
2152,167.0,88.0,1
2153,167.0,82.0,1
2154,167.0,104.0,1
2155,167.0,81.0,1
2156,167.0,43.0,1
2157,167.0,47.0,1
2158,167.0,66.5,1
2159,167.0,45.0,1
2160,168.0,69.5,1
2161,168.0,99.0,1
2162,168.0,44.0,1
2163,168.0,102.0,1
2164,168.0,83.0,1
2165,168.0,93.0,1
2166,168.0,45.0,1
2167,169.0,50.0,1
2168,169.0,79.0,1
2169,169.0,83.0,1
2170,169.0,91.0,1
2171,169.0,85.0,1
2172,169.0,84.0,1
2173,170.0,120.0,1
2174,170.0,59.5,1
2175,170.0,83.0,1
2176,170.0,45.0,1
2177,170.0,91.0,1
2178,170.0,79.0,1
2179,170.0,116.0,1
2180,170.0,58.5,1
2181,170.0,46.0,1
2182,170.0,66.5,1
2183,170.0,88.0,1
2184,170.0,39.0,1
2185,171.0,54.0,1
2186,171.0,48.0,1
2187,171.0,100.5,1
2188,171.0,91.0,1
2189,171.0,52.0,1
2190,171.0,82.0,1
2191,171.0,88.0,1
2192,171.0,94.0,1
2193,171.0,49.0,1
2194,171.0,46.0,1
2195,172.0,86.0,1
2196,172.0,96.0,1
2197,172.0,94.0,1
2198,172.0,75.5,1
2199,172.0,120.0,1
2200,172.0,108.0,1
2201,172.0,50.0,1
2202,172.0,70.5,1
2203,172.0,93.0,1
2204,172.0,105.0,1
2205,172.0,51.0,1
2206,172.0,95.0,1
2207,172.0,99.0,1
2208,172.0,45.0,1
2209,172.0,61.5,1
2210,172.0,66.5,1
2211,172.0,47.0,1
2212,173.0,100.0,1
2213,173.0,88.0,1
2214,173.0,73.5,1
2215,173.0,46.0,1
2216,173.0,123.0,1
2217,173.0,98.0,1
2218,173.0,140.0,1
2219,174.0,91.0,1
2220,174.0,131.0,1
2221,174.0,93.5,1
2222,174.0,70.5,1
2223,174.0,83.5,1
2224,174.0,98.0,1
2225,174.0,92.0,1
2226,174.0,51.0,1
2227,174.0,63.5,1
2228,174.0,105.0,1
2229,174.0,87.0,1
2230,174.0,103.0,1
2231,175.0,77.5,1
2232,175.0,133.0,1
2233,175.0,136.0,1
2234,175.0,48.0,1
2235,175.0,92.0,1
2236,175.0,71.5,1
2237,175.0,95.0,1
2238,175.0,91.0,1
2239,175.0,109.5,1
2240,175.0,89.0,1
2241,175.0,69.5,1
2242,175.0,49.0,1
2243,175.0,62.5,1
2244,175.0,114.0,1
2245,175.0,78.5,1
2246,175.0,99.0,1
2247,175.0,51.0,1
